0.573573	-0.544511	-0.611982	0.725489	0.684577	0.070854	0.380368	-0.484626	0.787692
0.966429	-0.048835	0.252252	0.171213	-0.609631	-0.773974	0.191578	0.791180	-0.580803
0.818417	0.568013	0.086917	0.334170	-0.347418	-0.876146	-0.467465	0.746098	-0.474146
-0.076711	-0.847356	0.525456	0.939693	-0.237618	-0.245999	0.333306	0.474896	0.814482
-0.321072	-0.329880	-0.887746	0.298149	-0.924920	0.235862	-0.898899	-0.188952	0.395319
0.267656	0.364693	-0.891829	0.446798	0.773088	0.450230	0.853658	-0.518974	0.043977
0.195799	0.488776	-0.850154	0.506110	0.692187	0.514519	0.839950	-0.531013	-0.111845
0.593202	-0.777416	0.209132	0.801831	0.547323	-0.239802	0.071963	0.309939	0.948029
0.472018	-0.619580	-0.627152	0.841568	0.528582	0.111197	0.262606	-0.580278	0.770919
0.871054	-0.086274	-0.483550	-0.332794	-0.827720	-0.451806	-0.361265	0.554470	-0.749700
-0.441692	0.897166	-0.000965	0.103943	0.052241	0.993210	0.891125	0.438593	-0.116329
0.679330	-0.195455	-0.707325	-0.729898	-0.279650	-0.623734	-0.075892	0.939996	-0.332637
0.657958	-0.020074	-0.752787	-0.664408	-0.486025	-0.567752	-0.354476	0.873714	-0.333122
0.272130	0.721343	0.636875	0.091570	0.639436	-0.763371	-0.957894	0.266055	0.107957
-0.687108	-0.124978	0.715726	-0.721494	0.001297	-0.692419	0.085609	-0.992159	-0.091062
0.481406	-0.276422	-0.831769	0.756206	0.610800	0.234685	0.443172	-0.741967	0.503075
-0.301541	-0.653478	0.694290	0.274147	0.638011	0.719573	-0.913190	0.407319	-0.013237
0.665381	-0.328567	-0.670307	-0.592445	-0.778727	-0.206380	-0.454177	0.534441	-0.712808
0.556307	0.747174	0.363668	0.054881	-0.469719	0.881109	0.829163	-0.470209	-0.302313
-0.356189	-0.690517	-0.629537	0.864479	0.012219	-0.502520	0.354691	-0.723213	0.592585
0.041938	0.993339	0.107325	-0.594206	-0.061560	0.801954	0.803219	-0.097405	0.587666
0.705639	-0.397818	0.586357	0.293355	0.917287	0.269308	-0.644993	-0.018023	0.763976
-0.071420	-0.811330	0.580210	-0.971640	0.188054	0.143360	-0.225423	-0.553516	-0.801751
0.725919	-0.676996	0.121318	0.221898	0.063573	-0.972995	0.651002	0.733236	0.196373
0.549711	0.803723	0.227699	0.772465	-0.592837	0.227690	0.317988	0.050725	-0.946737
0.006634	-0.997608	0.068806	0.999558	0.004622	-0.029356	0.028968	0.068971	0.997198
-0.647945	-0.001203	0.761686	-0.109192	-0.989523	-0.094450	0.753820	-0.144369	0.641025
0.470841	0.410438	0.780929	-0.259204	-0.781760	0.567155	0.843280	-0.469460	-0.261697
0.414513	-0.264112	0.870876	-0.501296	-0.864951	-0.023712	0.759527	-0.426737	-0.490931
-0.269337	0.596399	-0.756152	-0.469491	-0.766859	-0.437613	-0.840854	0.237141	0.486547
-0.235602	-0.434815	0.869154	0.459992	-0.837701	-0.294389	0.856095	0.330445	0.397375
-0.309336	0.948896	0.062517	0.548900	0.124481	0.826567	0.776544	0.290002	-0.559355
-0.982783	-0.184309	-0.012985	-0.144877	0.725090	0.673242	-0.114669	0.663531	-0.739308
-0.417423	-0.620697	-0.663697	0.908252	-0.308237	-0.282965	-0.028940	-0.720920	0.692414
0.356853	-0.823797	-0.440472	-0.934160	-0.315082	-0.167534	-0.000771	0.471256	-0.881996
0.147456	0.814751	-0.560747	-0.600265	-0.376877	-0.705440	-0.786090	0.440618	0.433495
-0.151628	-0.932850	-0.326801	0.744708	0.109583	-0.658332	0.649937	-0.343193	0.678085
-0.618084	-0.781214	-0.087618	-0.761343	0.567121	0.314216	-0.195780	0.260919	-0.945300
0.170953	-0.678999	0.713957	0.450527	-0.590563	-0.669523	0.876242	0.436114	0.204949
0.282077	-0.645387	-0.709865	0.567445	-0.484382	0.665868	-0.773588	-0.590636	0.229589
-0.916271	0.368400	0.157255	0.268538	0.273661	0.923578	0.297212	0.888477	-0.349677
0.126091	-0.924158	-0.360600	0.985924	0.076512	0.148662	-0.109797	-0.374269	0.920797
0.717150	0.682010	0.143382	-0.623516	0.719797	-0.305155	-0.311325	0.129441	0.941447
-0.073142	-0.056777	-0.995704	-0.557902	0.829883	-0.006339	0.826678	0.555041	-0.092375
-0.813972	-0.117937	-0.568806	0.396914	0.602045	-0.692821	0.424156	-0.789704	-0.443237
-0.991582	0.047593	-0.120415	0.039728	0.996969	0.066894	0.123234	0.061547	-0.990467
0.720377	-0.659575	-0.214517	0.693582	0.684979	0.223039	-0.000171	-0.309458	0.950913
-0.894168	-0.425398	0.139643	-0.445925	0.818149	-0.363019	0.040178	-0.386870	-0.921258
-0.208567	-0.711937	0.670556	0.510106	0.505798	0.695673	-0.834441	0.487149	0.257671
-0.512441	0.627111	-0.586631	-0.432331	-0.778657	-0.454734	-0.741953	0.020595	0.670135
-0.976473	0.205210	0.066251	-0.164346	-0.509302	-0.844749	-0.139609	-0.835763	0.531046
0.220969	0.419536	0.880433	-0.974687	0.126503	0.184344	-0.034038	-0.898881	0.436869
-0.175016	-0.944920	0.276577	0.984188	-0.175688	0.022553	0.027280	0.276151	0.960727
0.006840	-0.787493	-0.616286	0.358397	0.577288	-0.733683	0.933544	-0.215857	0.286184
0.330443	0.123779	0.935674	0.622403	0.716680	-0.314617	-0.709522	0.686330	0.159782
-0.805838	0.124990	-0.578794	-0.376189	0.646793	0.663431	0.457282	0.752354	-0.474191
0.379572	-0.390027	0.838930	0.353957	0.899024	0.257818	-0.854775	0.199084	0.479297
-0.495348	0.860705	-0.117546	-0.204987	-0.247305	-0.947006	-0.844163	-0.445003	0.298935
-0.680026	-0.621445	-0.389063	0.729559	-0.520808	-0.443286	0.072851	-0.585291	0.807544
0.715181	0.665955	0.212178	0.306200	-0.571420	0.761394	0.628297	-0.479566	-0.612584
-0.987327	-0.069037	-0.142894	-0.145452	0.033549	0.988796	-0.063470	0.997050	-0.043166
0.096116	0.076320	0.992440	0.907206	0.403536	-0.118894	-0.409560	0.911775	-0.030452
0.228986	-0.155911	0.960863	0.369169	0.927260	0.062480	-0.900711	0.340413	0.269887
0.810764	-0.348150	-0.470588	-0.112777	-0.881751	0.458036	-0.574406	-0.318288	-0.754155
0.163737	-0.938614	0.303633	-0.844356	-0.292507	-0.448891	0.510150	-0.182874	-0.840419
0.776301	-0.065197	0.626981	-0.476411	0.590639	0.651289	-0.412782	-0.804298	0.427454
-0.179988	-0.350570	0.919078	-0.841684	-0.428672	-0.328343	0.509090	-0.832671	-0.217913
-0.010139	0.560594	0.828029	0.045019	0.827488	-0.559676	-0.998935	0.031602	-0.033627
-0.759509	-0.114802	0.640286	0.579557	-0.566407	0.585916	0.295398	0.816091	0.496726
0.827614	-0.158375	0.538491	0.019140	0.966772	0.254921	-0.560971	-0.200670	0.803146
-0.603076	0.043216	-0.796513	0.128581	0.990740	-0.043601	0.787253	-0.128711	-0.603048
0.372832	-0.926032	-0.058822	0.794598	0.351366	-0.495132	0.479176	0.137861	0.866824
0.036938	-0.601059	0.798351	0.998480	-0.010500	-0.054103	0.040901	0.799136	0.599757
-0.421885	-0.277350	0.863186	-0.650566	0.755723	-0.075145	-0.631488	-0.593262	-0.499262
0.543576	0.399125	-0.738393	0.443964	-0.883295	-0.150620	-0.712335	-0.245946	-0.657335
0.096480	-0.198177	0.975406	-0.502854	0.836012	0.219594	-0.858970	-0.511673	-0.018996
-0.804483	-0.089051	-0.587262	-0.541540	0.516130	0.663585	0.244011	0.851869	-0.463442
0.777666	-0.627470	0.038941	0.614058	0.771404	0.166941	-0.134789	-0.105912	0.985198
-0.029018	-0.976227	0.214801	0.953419	0.037518	0.299308	-0.300251	0.213481	0.929664
-0.348152	0.844606	0.406733	0.822788	0.067393	0.564338	0.449232	0.531130	-0.718395
-0.750832	-0.612973	0.245998	0.488261	-0.765931	-0.418271	0.444806	-0.193940	0.874377
0.153160	-0.953402	0.259936	-0.599656	-0.298742	-0.742406	0.785465	-0.042165	-0.617468
-0.610026	-0.215209	0.762596	0.786499	-0.047404	0.615769	-0.096369	0.975417	0.198179
0.017673	0.980025	-0.198087	0.814698	0.100735	0.571068	0.579616	-0.171474	-0.796645
0.714623	0.606802	-0.348002	-0.441490	0.005362	-0.897250	-0.542588	0.794835	0.271729
-0.946546	0.032681	-0.320909	0.298395	-0.289158	-0.909587	-0.122520	-0.956723	0.263949
0.384382	-0.516253	0.765332	-0.915473	-0.106303	0.388084	-0.118993	-0.849813	-0.513476
0.907899	0.403307	0.114291	-0.204330	0.187717	0.960735	0.366017	-0.895604	0.252836
-0.773703	-0.572166	0.272048	0.464734	-0.220714	0.857501	-0.430589	0.789880	0.436672
-0.484031	0.817256	0.312741	-0.198406	-0.450588	0.870405	0.852261	0.359254	0.380247
-0.744758	0.461030	-0.482479	-0.198283	0.537465	0.819643	0.637196	0.706104	-0.308867
-0.427610	-0.197040	-0.882227	0.675052	-0.718696	-0.166677	-0.601211	-0.666822	0.440334
-0.356407	-0.845344	0.397954	0.540804	0.160678	0.825660	-0.761909	0.509486	0.399898
0.791291	0.552682	-0.261537	0.416849	-0.800548	-0.430534	-0.447321	0.231656	-0.863851
0.253949	0.197449	0.946849	-0.457749	-0.837835	0.297486	0.852042	-0.508966	-0.122385
0.092499	0.318354	-0.943448	-0.793927	-0.548263	-0.262844	-0.600935	0.773342	0.202036
-0.070934	-0.483885	-0.872252	0.404698	0.785288	-0.468553	0.911695	-0.386235	0.140124
0.733813	-0.638609	-0.231725	-0.659221	-0.751785	-0.015744	-0.164153	0.164311	-0.972654
0.584593	-0.809355	-0.056524	-0.715376	-0.547070	0.434687	-0.382739	-0.213679	-0.898806
0.122209	-0.303090	-0.945093	-0.134379	-0.948516	0.286811	-0.983365	0.091950	-0.156646
